Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,646
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,525
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,575
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,610
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,620
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,630
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,640
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,650
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,660
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,670
Beginning stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,680
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019,845
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020,937
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021,900
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022,915
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023,958
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024,970
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025,983
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026,996
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027,1009
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028,1023
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2029,1036
Beginning stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2030,1050
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019,303
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,233
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,215
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,230
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,235
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,236
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,235
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,233
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,231
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,229
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,227
Beginning stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,226
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,642
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,670
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,650
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,650
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,646
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,525
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,575
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,610
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,620
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,630
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,640
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,650
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,660
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,670
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,680
Ending stocks,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,680
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019,937
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020,900
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021,915
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022,958
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023,970
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024,983
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025,996
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026,1009
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027,1023
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028,1036
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2029,1050
Ending stocks,Chicken,Livestock/Dairy,Million pounds,Calendar year,2030,1063
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019,233
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,215
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,230
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,235
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,236
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,235
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,233
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,231
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,229
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,227
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,226
Ending stocks,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,224
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2019/20,1740
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2020/21,1755
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2021/22,1725
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2022/23,1655
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2023/24,1770
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2024/25,1770
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2025/26,1820
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2026/27,1880
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2027/28,1900
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2028/29,1930
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2029/30,1925
Ending Stocks,Soybean oil,Crops,Million pounds,Market year,2030/31,1920
Total use,Soybean oil,Crops,Million pounds,Market year,2019/20,25250
Total use,Soybean oil,Crops,Million pounds,Market year,2020/21,25600
Total use,Soybean oil,Crops,Million pounds,Market year,2021/22,26000
Total use,Soybean oil,Crops,Million pounds,Market year,2022/23,26400
Total use,Soybean oil,Crops,Million pounds,Market year,2023/24,26575
Total use,Soybean oil,Crops,Million pounds,Market year,2024/25,26950
Total use,Soybean oil,Crops,Million pounds,Market year,2025/26,27200
Total use,Soybean oil,Crops,Million pounds,Market year,2026/27,27550
Total use,Soybean oil,Crops,Million pounds,Market year,2027/28,27950
Total use,Soybean oil,Crops,Million pounds,Market year,2028/29,28300
Total use,Soybean oil,Crops,Million pounds,Market year,2029/30,28700
Total use,Soybean oil,Crops,Million pounds,Market year,2030/31,29000
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019,43905
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020,44602
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021,45060
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022,45570
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023,46242
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024,46843
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025,47478
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026,48107
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027,48748
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028,49403
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2029,50050
Federally inspected slaughter,Chicken,Livestock/Dairy,Million pounds,Calendar year,2030,50709
Imports,Soybean oil,Crops,Million pounds,Market year,2019/20,325
Imports,Soybean oil,Crops,Million pounds,Market year,2020/21,350
Imports,Soybean oil,Crops,Million pounds,Market year,2021/22,450
Imports,Soybean oil,Crops,Million pounds,Market year,2022/23,450
Imports,Soybean oil,Crops,Million pounds,Market year,2023/24,450
Imports,Soybean oil,Crops,Million pounds,Market year,2024/25,350
Imports,Soybean oil,Crops,Million pounds,Market year,2025/26,350
Imports,Soybean oil,Crops,Million pounds,Market year,2026/27,350
Imports,Soybean oil,Crops,Million pounds,Market year,2027/28,350
Imports,Soybean oil,Crops,Million pounds,Market year,2028/29,350
Imports,Soybean oil,Crops,Million pounds,Market year,2029/30,350
Imports,Soybean oil,Crops,Million pounds,Market year,2030/31,350
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,3058
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,3447
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,3135
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,3048
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,3133
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,3166
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,3208
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,3245
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,3279
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,3309
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,3336
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,3359
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,945
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,871
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,945
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,950
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,954
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,959
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,964
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,969
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,974
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,979
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,983
Imports,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,988
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,27155
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,27138
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,27365
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,26916
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,27246
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,27454
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,27766
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,28074
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,28384
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,28680
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,28957
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,29212
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,27638
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,28157
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,28510
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,27791
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,28099
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,28349
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,28808
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,29263
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,29510
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,29931
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,30141
Commercial production,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,30333
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,69
Farm production,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,69
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,14
Farm production,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,14
Production,Soybean oil,Crops,Million pounds,Market year,2019/20,24890
Production,Soybean oil,Crops,Million pounds,Market year,2020/21,25265
Production,Soybean oil,Crops,Million pounds,Market year,2021/22,25520
Production,Soybean oil,Crops,Million pounds,Market year,2022/23,25880
Production,Soybean oil,Crops,Million pounds,Market year,2023/24,26240
Production,Soybean oil,Crops,Million pounds,Market year,2024/25,26600
Production,Soybean oil,Crops,Million pounds,Market year,2025/26,26900
Production,Soybean oil,Crops,Million pounds,Market year,2026/27,27260
Production,Soybean oil,Crops,Million pounds,Market year,2027/28,27620
Production,Soybean oil,Crops,Million pounds,Market year,2028/29,27980
Production,Soybean oil,Crops,Million pounds,Market year,2029/30,28345
Production,Soybean oil,Crops,Million pounds,Market year,2030/31,28645
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019,43435
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020,44125
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021,44578
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022,45082
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023,45747
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024,46342
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025,46970
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026,47593
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027,48226
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028,48875
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2029,49515
Production,Chicken,Livestock/Dairy,Million pounds,Calendar year,2030,50167
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019,5818
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,5738
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,5770
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,5832
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,5862
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,5880
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,5907
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,5938
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,5970
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,5995
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,6019
Production,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,6040
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,27224
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,27207
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,27434
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,26985
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,27315
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,27523
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,27835
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,28143
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,28453
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,28749
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,29026
Total production,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,29281
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,27652
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,28171
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,28524
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,27805
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,28113
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,28363
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,28822
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,29277
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,29524
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,29945
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,30155
Total production,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,30347
Total supply,Soybean oil,Crops,Million pounds,Market year,2019/20,26990
Total supply,Soybean oil,Crops,Million pounds,Market year,2020/21,27355
Total supply,Soybean oil,Crops,Million pounds,Market year,2021/22,27725
Total supply,Soybean oil,Crops,Million pounds,Market year,2022/23,28055
Total supply,Soybean oil,Crops,Million pounds,Market year,2023/24,28345
Total supply,Soybean oil,Crops,Million pounds,Market year,2024/25,28720
Total supply,Soybean oil,Crops,Million pounds,Market year,2025/26,29020
Total supply,Soybean oil,Crops,Million pounds,Market year,2026/27,29430
Total supply,Soybean oil,Crops,Million pounds,Market year,2027/28,29850
Total supply,Soybean oil,Crops,Million pounds,Market year,2028/29,30230
Total supply,Soybean oil,Crops,Million pounds,Market year,2029/30,30625
Total supply,Soybean oil,Crops,Million pounds,Market year,2030/31,30920
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,30944
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,31296
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,31239
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,30683
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,31098
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,31339
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,31693
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,32038
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,32382
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,32708
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,33012
Total supply,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,33290
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,29155
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,29688
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,29994
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,29330
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,29677
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,29942
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,30416
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,30886
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,31147
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,31583
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,31808
Total supply,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,32015
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019,44411
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020,45208
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021,45610
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022,46153
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023,46852
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024,47470
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025,48109
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026,48752
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027,49401
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028,50067
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2029,50723
Total supply,Chicken,Livestock/Dairy,Million pounds,Calendar year,2030,51393
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019,6133
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,5991
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,6001
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,6080
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,6116
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,6136
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,6162
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,6192
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,6224
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,6248
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,6270
Total supply,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,6291
Domestic use,Soybean oil,Crops,Million pounds,Market year,2019/20,22450
Domestic use,Soybean oil,Crops,Million pounds,Market year,2020/21,23000
Domestic use,Soybean oil,Crops,Million pounds,Market year,2021/22,23500
Domestic use,Soybean oil,Crops,Million pounds,Market year,2022/23,24000
Domestic use,Soybean oil,Crops,Million pounds,Market year,2023/24,24275
Domestic use,Soybean oil,Crops,Million pounds,Market year,2024/25,24550
Domestic use,Soybean oil,Crops,Million pounds,Market year,2025/26,24800
Domestic use,Soybean oil,Crops,Million pounds,Market year,2026/27,25050
Domestic use,Soybean oil,Crops,Million pounds,Market year,2027/28,25300
Domestic use,Soybean oil,Crops,Million pounds,Market year,2028/29,25550
Domestic use,Soybean oil,Crops,Million pounds,Market year,2029/30,25800
Domestic use,Soybean oil,Crops,Million pounds,Market year,2030/31,26050
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019,36371
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020,37062
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021,37435
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022,37712
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023,38282
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024,38757
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025,39255
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026,39755
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027,40262
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028,40786
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2029,41300
Disappearance,Chicken,Livestock/Dairy,Million pounds,Calendar year,2030,41827
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019,5261
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,5226
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,5201
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,5222
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,5229
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,5231
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,5247
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,5268
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,5293
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,5311
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,5327
Disappearance,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,5342
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,27276
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,27730
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,27509
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,26940
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,27370
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,27579
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,27891
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,28200
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,28510
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,28807
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,29085
Total disappearance,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,29340
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,22189
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,21816
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,22069
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,21333
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,21634
